url,status
http://record.iaffiliates.com/_0z7jLsST_-pGtnstecgLqWNd7ZgqdRLk/1/?payload=6057-mobile-casin0,1.0
http://ads.grosvenorcasinos.com/redirect.aspx?pid=264919&bid=3736&lpid=607&sref=SUBID&SUBID=6057-mobile-casin0,1.0
http://record.iaffiliates.com/_0z7jLsST_-pAi7zzYSV7k2Nd7ZgqdRLk/200/?payload=6057-mobile-casin0,1.0
https://www.stargames.com/nrgs/de/landing?refererId=78532,1.0
https://ads.slotser.com/redirect.aspx?pid=2214576&lpid=1487413994&bid=1487414534,1.0
https://ads.affiliatecruise.com/redirect.aspx?pid=19718&bid=1630&lpid=14&656718=6200-play-slots,1.0
http://ads.grosvenorcasinos.com/redirect.aspx?pid=264919&bid=3736&lpid=607&sref=SUBID&SUBID=6200-play-slots-grosvenor,1.0
http://record.iaffiliates.com/_0z7jLsST_-pGtnstecgLqWNd7ZgqdRLk/1/?payload=6200-play-slots-mansion,1.0
http://record.iaffiliates.com/_0z7jLsST_-pAi7zzYSV7k2Nd7ZgqdRLk/200/?payload=6200-play-slots,1.0
http://record.iaffiliates.com/_0z7jLsST_-paUcbbB6AzCWNd7ZgqdRLk/1/?payload=6200-play-slots-catqueen-fun,1.0
http://wlgalainteractive.adsrv.eacdn.com/C.ashx?btag=a_9171b_5637c_&affid=3967&siteid=9171&adid=5637,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=push_english_league_07_08_16,1.0
http://www.primeslots.com/?ar=537255&bt=50free&subid=[6107-pokies],1.0
http://Karamba.com?afi=16202&AR=6107-pokies,1.0
http://www.allslotscasino.com/de/btag-P53113-PR332-CM18108-TS73322/?text=6043-online-casino-reviews-de,1.0
https://mmwebhandler.aff-online.com/C/39187?sr=1147295&anid=6043-online-casino-reviews-de,1.0
http://www.bestarabicgames.com/arab/mobile?sr=1011309&anid=6035-online-casino-application-arab,1.0
http://www.bestarabicgames.com/arab/mobile?sr=1011309&anid=6021-play-blackjack-arab,1.0
http://partners.10bet.com/processing/clickthrgh.asp?btag=a_28092b_5&aid=6357-betting-news-for-euro-2016,1.0
http://online.ladbrokes.com/promoRedirect?key=ej0xMzc3MTY0MyZsPTEzOTMzODYyJnA9MjIxNDMx&var4=6357_betting_news_for_euro_2016,1.0
http://ads2.williamhill.com/redirect.aspx?pid=2214576&bid=1468061385&lpid=1139047953&var5=push-olympics-050816,1.0
http://www.platinumplaycasino.com/btag-P55162-PR431-CM20655-TS155440/,1.0
https://mmwebhandler.aff-online.com/C/36025?sr=1060365,1.0
http://www.webservicesapp.com/status1/ites_br_var.php?theappid=3530-whsmith-locator&Daynamic=|var5=w3530h,1.0
http://whs.anytraffic.co/?aff=1166&ban=1155&offer=73&lp=1155,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=6335-quick-money-making-platforms,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6335-quick-money-making-platforms,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6335-quick-money-making-platforms,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6334-get-rich-fast,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6334-get-rich-fast,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6335-quick-money-making-platforms,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6334-get-rich-fast,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6335-quick-money-making-platforms,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6332-show-me-the-money-how-to-make-money-fast-and-easy,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6332-show-me-the-money-how-to-make-money-fast-and-easy,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6332-show-me-the-money-how-to-make-money-fast-and-easy,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=6331-make-the-money-and-not-the-work,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6331-make-the-money-and-not-the-work,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6331-make-the-money-and-not-the-work,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6331-make-the-money-and-not-the-work,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6331-make-the-money-and-not-the-work,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6330-free-money-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6330-free-money-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6330-free-money-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6329-earn-free-cash,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6329-earn-free-cash,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=-uk-6329-earn-free-cash,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6328-how-to-get-money-without-working-9-to-5,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6328-how-to-get-money-without-working-9-to-5,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6328-how-to-get-money-without-working-9-to-5,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6327-how-to-make-money-fast,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6327-how-to-make-money-fast,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6327-how-to-make-money-fast,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6328-how-to-get-money-without-working-9-to-5,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=6326-make-money-from-home-and-get-rich,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6326-make-money-from-home-and-get-rich,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6326-make-money-from-home-and-get-rich,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6326-make-money-from-home-and-get-rich,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6326-make-money-from-home-and-get-rich,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6325-work-at-home-options-and-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=6325-work-at-home-options-and-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6325-work-at-home-options-and-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6325-work-at-home-options-and-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6325-work-at-home-options-and-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6325-work-at-home-options-and-reviews,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=6324-online-work-ideas,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6324-online-work-ideas,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6324-online-work-ideas,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6324-online-work-ideas,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=m-e-money-making-binarypromos-ios-6323-work-from-everywhere-and-get-paid,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6323-work-from-everywhere-and-get-paid,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6323-work-from-everywhere-and-get-paid,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6323-work-from-everywhere-and-get-paid,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6322-how-to-get-free-money,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=m-e-money-making-binarypromos-ios-ru-new-6316-online-money-making,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6322-how-to-get-free-money,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6322-how-to-get-free-money,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6322-how-to-get-free-money,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=6316-online-money-making,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6315-work-from-home-guide,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6316-online-money-making,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6316-online-money-making,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6316-online-money-making,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2105&aff_id=8184&aff_sub5=6315-work-from-home-guide,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6315-work-from-home-guide,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6315-work-from-home-guide,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2027&aff_id=8184&aff_sub5=ca-6315-work-from-home-guide,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1730&aff_id=8184&aff_sub5=ru-new-6314-money-making-guide-app,1.0
http://record.iaffiliates.com/_0z7jLsST_-oDiNJega17zGNd7ZgqdRLk/1/?payload=6049-casin0-online-blackjack-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6049-casin0-online-roulette-fun,1.0
http://dostupniy-million.ru/landing-3-12/,1.0
http://tracking.binarypromos.com/aff_c?offer_id=1650&aff_id=8184&aff_sub5=au-new-6314-money-making-guide-app,1.0
http://tracking.binarypromos.com/aff_c?offer_id=2029&aff_id=8184&aff_sub5=uk-6314-money-making-guide-app,1.0
http://record.iaffiliates.com/_0z7jLsST_-paUcbbB6AzCWNd7ZgqdRLk/1/?payload=6049-casin0-online-catqueen-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oyxur41R_q4mNd7ZgqdRLk/1/?payload=6049-casin0-online-pharaohs-secrets-fun,1.0
http://ads.grosvenorcasinos.com/redirect.aspx?pid=264919&bid=3736&lpid=607&sref=SUBID&SUBID=6049-casin0-online-grosvenor,1.0
http://record.iaffiliates.com/_0z7jLsST_-pGtnstecgLqWNd7ZgqdRLk/1/?payload=6049-casin0-online-mansion,1.0
https://ads.affiliatecruise.com/redirect.aspx?pid=19718&bid=1630&lpid=14&656718=6049-casin0-online,1.0
https://ca.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155441/,1.0
https://au.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155439/,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6310-faust-slots-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oDiNJega17zGNd7ZgqdRLk/1/?payload=6209-blackjack-application-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-r2_e5fBdASP2Nd7ZgqdRLk/1/?payload=6088-baccarat-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6077-roulette-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6041-online-roulette-de-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6028-casino-games-application-fun,1.0
http://record.iaffiliates.com/_0z7jLsST_-oDiNJega17zGNd7ZgqdRLk/1/?payload=6021-play-blackjack-fun,1.0
http://www.888casino.es/?sr=1011309&anid=6355-roulette-es,1.0
http://ads.williamhill.es/redirect.aspx?pid=182610269&lpid=1487412475&bid=1487409549&var5=6355-roulette-es,1.0
http://www.888casino.es/?sr=1011309&anid=6354-blackjack-es,1.0
http://ads.williamhill.es/redirect.aspx?pid=182610269&lpid=1487412475&bid=1487409549&var5=6354-blackjack-es,1.0
http://record.iaffiliates.com/_0z7jLsST_-oBLjVw4FLnL2Nd7ZgqdRLk/1/?payload=6041-online-roulette-fun,1.0
http://ads.williamhill.es/redirect.aspx?pid=182610269&lpid=1487412475&bid=1487409549&var5=6353-casino-es,1.0
http://www.888casino.es/?sr=1011309&anid=6353-casino-es,1.0
http://Karamba.com?afi=16202&AR=6361-karamba-app,1.0
https://au.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155439/,1.0
https://de.europalace.com/btag-P55162-PR450-CM21653-TS155443/,1.0
http://www.platinumplaycasino.com/btag-P55162-PR431-CM20655-TS155442/,1.0
http://www.platinumplaycasino.com/btag-P55162-PR431-CM20655-TS155440/,1.0
https://ca.royalvegascasino.com/btag-P55162-PR454-CM22041-TS155441/,1.0
